locus_name	symbol	full_name
AT3G21630	LYSM RLK1	LYSM DOMAIN RECEPTOR-LIKE KINASE 1
AT3G21640	ATFKBP42	
AT3G21640	FKBP42	FK506-BINDING PROTEIN 42
AT3G21640	TWD1	TWISTED DWARF 1
AT3G21640	UCU2	ULTRACURVATA 2
AT3G21700	ATSGP2	
AT3G21700	SGP2	
AT3G21720	ICL	isocitrate lyase
AT3G21730	FOLB3	
AT3G21740	APO4	ACCUMULATION OF PHOTOSYSTEM ONE 4
AT3G21750	UGT71B1	UDP-glucosyl transferase 71B1
AT3G21760	HYR1	HYPOSTATIN RESISTANCE 1
AT3G21780	UGT71B6	UDP-glucosyl transferase 71B6
AT3G21800	UGT71B8	UDP-glucosyl transferase 71B8
AT3G21820	ATXR2	histone-lysine N-methyltransferase ATXR2
AT3G21820	SDG36	SET DOMAIN PROTEIN 36
AT3G21830	ASK8	SKP1-like 8
AT3G21830	SK8	SKP1-like 8
AT3G21840	ASK7	SKP1-like 7
AT3G21840	SK7	SKP1-like 7
AT3G21850	ASK9	SKP1-like 9
AT3G21850	SK9	SKP1-like 9
AT3G21860	ASK10	SKP1-like 10
AT3G21860	SK10	SKP1-like 10
AT3G21865	PEX22	peroxin 22
AT3G21870	CYCP2;1	cyclin p2;1
AT3G21880	BBX10	B-box domain protein 10
AT3G21890	BBX31	B-box domain protein 31
AT3G22110	PAC1	20S proteasome alpha subunit C1
AT3G22120	CWLP	cell wall-plasma membrane linker protein
AT3G22170	CPD45	CHLOROPLAST DIVISION MUTANT 45
AT3G22170	FHY3	far-red elongated hypocotyls 3
AT3G22190	IQD5	IQ-domain 5
AT3G22200	GABA-T	GAMMA-AMINOBUTYRATE TRANSAMINASE
AT3G22200	HER1	HEXENAL RESPONSE1
AT3G22200	POP2	POLLEN-PISTIL INCOMPATIBILITY 2
AT3G22231	PCC1	PATHOGEN AND CIRCADIAN CONTROLLED 1
AT3G22300	RPS10	ribosomal protein S10
AT3G22310	ATRH9	RNA HELICASE 9
AT3G22310	PMH1	putative mitochondrial RNA helicase 1
AT3G22320	ATRPABC24.3	
AT3G22320	NRPB5	
AT3G22320	NRPD5	
AT3G22320	RPB5A	RNA POLYMERASE II FIFTH LARGEST SUBUNIT, A
AT3G22330	ATRH53	
AT3G22330	PMH2	putative mitochondrial RNA helicase 2
AT3G22360	AOX1B	alternative oxidase 1B
AT3G22370	AOX1A	alternative oxidase 1A
AT3G22370	ATAOX1A	
AT3G22370	AtHSR3	
AT3G22370	HSR3	hyper-sensitivity-related 3
AT3G22380	TIC	TIME FOR COFFEE
AT3G22400	ATLOX5	Arabidopsis thaliana lipoxygenase 5
AT3G22400	LOX5	
AT3G22420	ATWNK2	ARABIDOPSIS THALIANA WITH NO K 2
AT3G22420	WNK2	with no lysine (K) kinase 2
AT3G22420	ZIK3	
AT3G22425	HISN5A	
AT3G22425	IGPD	imidazoleglycerol-phosphate dehydratase
AT3G22460	OASA2	O-acetylserine (thiol) lyase (OAS-TL) isoform A2
AT3G22480	PDF2	prefoldin 2
AT3G22500	ATECP31	LATE EMBRYOGENESIS ABUNDANT PROTEIN ECP31
AT3G22590	CDC73	
AT3G22590	PHP	PLANT HOMOLOGOUS TO PARAFIBROMIN
AT3G22630	PBD1	20S proteasome beta subunit D1
AT3G22630	PRCGB	
AT3G22640	PAP85	
AT3G22650	ATSFL61	S-LOCUS F-BOX 61
AT3G22650	CEG	CEGENDUO
AT3G22650	SFL61	S-LOCUS F-BOX 61
AT3G22680	RDM1	RNA-DIRECTED DNA METHYLATION 1
AT3G22740	HMT3	homocysteine S-methyltransferase 3
AT3G22760	SOL1	
AT3G22780	ATTSO1	
AT3G22780	TSO1	CHINESE FOR 'UGLY'
AT3G22790	NET1A	Networked 1A
AT3G22820	CLL1	CHALLAH-LIKE 1
AT3G22820	EPFL5	epidermal patterning factor like 5
AT3G22830	AT-HSFA6B	ARABIDOPSIS THALIANA HEAT SHOCK TRANSCRIPTION FACTOR A6B
AT3G22830	HSFA6B	heat shock transcription factor  A6B
AT3G22840	ELIP	
AT3G22840	ELIP1	EARLY LIGHT-INDUCABLE PROTEIN
AT3G22860	ATEIF3C-2	
AT3G22860	ATTIF3C2	
AT3G22860	EIF3C-2	EUKARYOTIC INITIATION FACTOR 3C-2
AT3G22860	TIF3C2	eukaryotic translation initiation factor 3 subunit C2
AT3G22880	ARLIM15	ARABIDOPSIS HOMOLOG OF LILY MESSAGES INDUCED AT MEIOSIS 15
AT3G22880	ATDMC1	ARABIDOPSIS THALIANA DISRUPTION OF MEIOTIC CONTROL 1
AT3G22880	DMC1	DISRUPTION OF MEIOTIC CONTROL 1
AT3G22886	MIR167A	microRNA167A
AT3G22890	APS1	ATP sulfurylase 1
AT3G22900	NRPD7	
AT3G22930	AtCML11	
AT3G22930	CML11	calmodulin-like 11
AT3G22942	AGG2	G-protein gamma subunit 2
AT3G22942	AtGG2	
AT3G22950	ARFC1	ADP-ribosylation factor C1
AT3G22950	ATARFC1	ADP-ribosylation factor C1
AT3G22960	PKP-ALPHA	
AT3G22960	PKP1	PLASTIDIAL PYRUVATE KINASE 1
AT3G22968	CPuORF59	conserved peptide upstream open reading frame 59
AT3G22990	LFR	LEAF AND FLOWER RELATED
AT3G23000	ATSR2	
AT3G23000	ATSRPK1	
AT3G23000	CIPK7	CBL-interacting protein kinase 7
AT3G23000	PKS7	
AT3G23000	SnRK3.10	SNF1-RELATED PROTEIN KINASE 3.10
AT3G23010	AtRLP36	receptor like protein 36
AT3G23010	RLP36	receptor like protein 36
AT3G23030	IAA2	indole-3-acetic acid inducible 2
AT3G23050	AXR2	AUXIN RESISTANT 2
AT3G23050	IAA7	indole-3-acetic acid 7
AT3G23070	ATCFM3A	
AT3G23070	CFM3A	CRM family member 3A
AT3G23090	WDL3	
AT3G23100	XRCC4	homolog of X-ray repair cross complementing 4
AT3G23110	AtRLP37	receptor like protein 37
AT3G23110	EMB2800	EMBRYO DEFECTIVE 2800
AT3G23110	RLP37	receptor like protein 37
AT3G23120	AtRLP38	receptor like protein 38
AT3G23120	RLP38	receptor like protein 38
AT3G23125	MIR173	microRNA173
AT3G23130	FLO10	FLORAL DEFECTIVE 10
AT3G23130	FON1	FLORAL ORGAN NUMBER 1
AT3G23130	SUP	SUPERMAN
AT3G23140	URO	UPRIGHT ROSETTE
AT3G23150	ETR2	ethylene response 2
AT3G23165	LCR42	low-molecular-weight cysteine-rich 42
AT3G23167	LCR39	low-molecular-weight cysteine-rich 39
AT3G23210	bHLH34	basic Helix-Loop-Helix 34
AT3G23220	ESE1	ethylene and salt inducible 1
AT3G23230	AtERF98	
AT3G23230	AtTDR1	
AT3G23230	ERF98	Ethylene Response Factor 98
AT3G23230	TDR1	Transcriptional Regulator of Defense Response 1
AT3G23240	ATERF1	ETHYLENE RESPONSE FACTOR 1
AT3G23240	ERF1	ethylene response factor 1
AT3G23250	ATMYB15	MYB DOMAIN PROTEIN 15
AT3G23250	ATY19	
AT3G23250	MYB15	myb domain protein 15
AT3G23280	XBAT35	XB3 ortholog 5 in Arabidopsis thaliana
AT3G23290	LSH4	LIGHT SENSITIVE HYPOCOTYLS 4
AT3G23326	MIR853A	microRNA853A
AT3G23340	ckl10	casein kinase I-like 10
AT3G23380	RIC5	ROP-interactive CRIB motif-containing protein 5
AT3G23400	FIB4	fibrillin 4
AT3G23410	ATFAO3	ARABIDOPSIS FATTY ALCOHOL OXIDASE 3
AT3G23410	FAO3	fatty alcohol oxidase 3
AT3G23430	ATPHO1	ARABIDOPSIS PHOSPHATE 1
AT3G23430	PHO1	phosphate 1
AT3G23440	EDA6	EMBRYO SAC DEVELOPMENT ARREST 6
AT3G23440	MEE37	MATERNAL EFFECT EMBRYO ARREST 37
AT3G23490	CYN	cyanase
AT3G23560	ALF5	ABERRANT LATERAL ROOT FORMATION 5
AT3G23580	RNR2	
AT3G23580	RNR2A	ribonucleotide reductase 2A
AT3G23590	MED33A	
AT3G23590	RFR1	REF4-related 1
AT3G23610	DSPTP1	dual specificity protein phosphatase 1
AT3G23630	ATIPT7	ARABIDOPSIS THALIANA ISOPENTENYLTRANSFERASE 7
AT3G23630	IPT7	isopentenyltransferase 7
AT3G23635	RTFL13	ROTUNDIFOLIA like 13
AT3G23637	DVL21	DEVIL 21
AT3G23640	HGL1	heteroglycan glucosidase 1
AT3G23670	KINESIN-12B	
AT3G23670	PAKRP1L	
AT3G23710	AtTic22-III	translocon at the inner envelope membrane of chloroplasts 22-III
AT3G23710	Tic22-III	translocon at the inner envelope membrane of chloroplasts 22-III
AT3G23715	SCRL13	SCR-like 13
AT3G23727	SCRL12	SCR-like 12
AT3G23730	XTH16	xyloglucan endotransglucosylase/hydrolase 16
AT3G23780	DMS2	DEFECTIVE IN MERISTEM SILENCING 2
AT3G23780	DRD2	
AT3G23780	NRPD2	
AT3G23780	NRPD2A	nuclear RNA polymerase D2A
AT3G23780	NRPE2	
AT3G23780	OCP1	OVEREXPRESSOR OF CATIONIC PEROXIDASE 1
AT3G23790	AAE16	acyl activating enzyme 16
AT3G23800	SBP3	selenium-binding protein 3
AT3G23805	RALFL24	ralf-like 24
AT3G23810	ATSAHH2	S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2
AT3G23810	SAHH2	S-adenosyl-l-homocysteine (SAH) hydrolase 2
AT3G23820	GAE6	UDP-D-glucuronate 4-epimerase 6
AT3G23830	AtGRP4	
AT3G23830	GR-RBP4	
AT3G23830	GRP4	glycine-rich RNA-binding protein 4
AT3G23840	CER26-LIKE	CER26-LIKE
AT3G23890	ATTOPII	
AT3G23890	TOPII	topoisomerase II
AT3G23920	AtBAM1	
AT3G23920	BAM1	beta-amylase 1
AT3G23920	BMY7	BETA-AMYLASE 7
AT3G23920	TR-BAMY	
AT3G23980	BLI	BLISTER
AT3G23980	KOS1	KOLD SENSITIV 1
AT3G23990	HSP60	heat shock protein 60
AT3G23990	HSP60-3B	HEAT SHOCK PROTEIN 60-3B
AT3G24010	ATING1	ARABIDOPSIS THALIANA INHIBITOR OF GROWTH 1
AT3G24010	ING1	INHIBITOR OF GROWTH 1
AT3G24050	GATA1	GATA transcription factor 1
AT3G24090	GFAT	L-glutamine D-fructose-6-phosphate amidotransferase
AT3G24140	FMA	FAMA
AT3G24160	PMP	putative type 1 membrane protein
AT3G24170	ATGR1	glutathione-disulfide reductase
AT3G24170	GR1	glutathione-disulfide reductase
AT3G24220	ATNCED6	NINE-CIS-EPOXYCAROTENOID DIOXYGENASE 6
AT3G24220	NCED6	nine-cis-epoxycarotenoid dioxygenase 6
AT3G24225	ATCLE19	
AT3G24225	CLE19	CLAVATA3/ESR-RELATED 19
AT3G24225	ESR19	EMBRYO SURROUNDING REGION 19
AT3G24270	APUM25	pumilio 25
AT3G24270	PUM25	pumilio 25
AT3G24280	SMAP2	small acidic protein 2
AT3G24290	AMT1;5	ammonium transporter 1;5
AT3G24300	AMT1;3	ammonium transporter 1;3
AT3G24300	ATAMT1;3	AMMONIUM TRANSPORTER 1;3
AT3G24310	ATMYB71	MYB DOMAIN PROTEIN 71
AT3G24310	MYB305	myb domain protein 305
AT3G24315	AtSec20	
AT3G24320	ATMSH1	
AT3G24320	CHM	CHLOROPLAST MUTATOR
AT3G24320	CHM1	
AT3G24320	MSH1	MUTL protein homolog 1
AT3G24340	CHR40	chromatin remodeling 40
AT3G24350	ATSYP32	
AT3G24350	SYP32	syntaxin of plants  32
AT3G24400	AtPERK2	proline-rich extensin-like receptor kinase 2
AT3G24400	PERK2	proline-rich extensin-like receptor kinase 2
AT3G24430	HCF101	HIGH-CHLOROPHYLL-FLUORESCENCE 101
AT3G24440	VIL1	VIN3-LIKE 1
AT3G24440	VRN5	VERNALIZATION 5
AT3G24495	ATMSH7	ARABIDOPSIS THALIANA MUTS HOMOLOG 7
AT3G24495	MSH6-2	MUTS HOMOLOG 6-2
AT3G24495	MSH7	MUTS homolog 7
AT3G24500	ATMBF1C	
AT3G24500	MBF1C	multiprotein bridging factor 1C
AT3G24503	ALDH1A	aldehyde dehydrogenase 1A
AT3G24503	ALDH2C4	aldehyde dehydrogenase 2C4
AT3G24503	REF1	REDUCED EPIDERMAL FLUORESCENCE1
AT3G24515	UBC37	ubiquitin-conjugating enzyme 37
AT3G24520	AT-HSFC1	
AT3G24520	HSFC1	heat shock transcription factor  C1
AT3G24540	AtPERK3	proline-rich extensin-like receptor kinase 3
AT3G24540	PERK3	proline-rich extensin-like receptor kinase 3
AT3G24550	ATPERK1	proline-rich extensin-like receptor kinase 1
AT3G24550	PERK1	proline-rich extensin-like receptor kinase 1
AT3G24560	RSY3	RASPBERRY 3
AT3G24590	PLSP1	plastidic type i signal peptidase 1
AT3G24620	ATROPGEF8	
AT3G24620	ROPGEF8	ROP (rho of plants) guanine nucleotide exchange factor 8
AT3G24630	TRM34	TON1 Recruiting Motif 34
AT3G24650	ABI3	ABA INSENSITIVE 3
AT3G24650	ABI3	ABSCISIC ACID INSENSITIVE 3
AT3G24650	SIS10	SUGAR INSENSITIVE 10
AT3G24660	TMKL1	transmembrane kinase-like 1
AT3G24770	CLE41	CLAVATA3/ESR-RELATED 41
AT3G24800	PRT1	proteolysis 1
AT3G24810	ICK3	
AT3G24810	KRP5	kip-related protein 5
AT3G24890	ATVAMP728	
AT3G24890	VAMP728	vesicle-associated membrane protein 728
AT3G24900	AtRLP39	receptor like protein 39
AT3G24900	RLP39	receptor like protein 39
AT3G24982	ATRLP40	receptor like protein 40
AT3G24982	RLP40	receptor like protein 40
AT3G25010	AtRLP41	receptor like protein 41
AT3G25010	RLP41	receptor like protein 41
AT3G25020	AtRLP42	receptor like protein 42
AT3G25020	RBPG1	response to Botrytis polygalacturonases 1
AT3G25020	RLP42	receptor like protein 42
AT3G25040	ERD2B	endoplasmic reticulum retention defective 2B
AT3G25050	XTH3	xyloglucan endotransglucosylase/hydrolase 3
AT3G25060	MEF25	mitochondrial RNA editing factor 25
AT3G25070	RIN4	RPM1 interacting protein 4
AT3G25100	CDC45	cell division cycle 45
AT3G25110	AtFaTA	fatA acyl-ACP thioesterase
AT3G25110	FaTA	fatA acyl-ACP thioesterase
AT3G25140	GAUT8	GALACTURONOSYLTRANSFERASE 8
AT3G25140	QUA1	QUASIMODO 1
AT3G25165	RALFL25	ralf-like 25
AT3G25170	RALFL26	ralf-like 26
AT3G25180	CYP82G1	cytochrome P450, family 82, subfamily G, polypeptide 1
AT3G25220	FKBP15-1	FK506-binding protein 15 kD-1
AT3G25230	ATFKBP62	
AT3G25230	FKBP62	FK506 BINDING PROTEIN 62
AT3G25230	ROF1	rotamase FKBP 1
AT3G25250	AGC2	
AT3G25250	AGC2-1	
AT3G25250	AtOXI1	
AT3G25250	OXI1	oxidative signal-inducible1
AT3G25265	LCR4	low-molecular-weight cysteine-rich 4
AT3G25420	scpl21	serine carboxypeptidase-like 21
AT3G25440	LOH1	LAG One Homologue 1
AT3G25500	AFH1	formin homology 1
AT3G25500	AHF1	
AT3G25500	ATFH1	ARABIDOPSIS THALIANA FORMIN HOMOLOGY 1
AT3G25500	FH1	FORMIN HOMOLOGY 1
AT3G25520	ATL5	ribosomal protein L5
AT3G25520	OLI5	OLIGOCELLULA 5
AT3G25520	PGY3	PIGGYBACK3
AT3G25520	RPL5A	RIBOSOMAL PROTEIN L5 A
AT3G25530	ATGHBDH	
AT3G25530	GHBDH	
AT3G25530	GLYR1	glyoxylate reductase 1
AT3G25530	GR1	GLYOXYLATE REDUCTASE 1
AT3G25540	LAG1	LONGEVITY ASSURANCE GENE 1
AT3G25560	AtNIK2	
AT3G25560	NIK2	NSP-interacting kinase 2
AT3G25572	CPuORF11	conserved peptide upstream open reading frame 11
AT3G25585	AAPT2	aminoalcoholphosphotransferase
AT3G25585	ATAAPT2	
AT3G25620	ABCG21	ATP-binding cassette G21
AT3G25650	ASK15	SKP1-like 15
AT3G25650	SK15	SKP1-like 15
AT3G25655	IDL1	inflorescence deficient in abscission (IDA)-like 1
AT3G25690	AtCHUP1	Arabidopsis thaliana CHLOROPLAST UNUSUAL POSITIONING 1
AT3G25690	CHUP1	CHLOROPLAST UNUSUAL POSITIONING 1
AT3G25710	ATAIG1	
AT3G25710	BHLH32	basic helix-loop-helix 32
AT3G25710	TMO5	TARGET OF MONOPTEROS 5
AT3G25717	DVL6	DEVIL 6
AT3G25717	RTFL16	ROTUNDIFOLIA like 16
AT3G25730	EDF3	ethylene response DNA binding factor 3
AT3G25740	MAP1B	methionine aminopeptidase 1C
AT3G25740	MAP1C	METHIONINE AMINOPEPTIDASE 1C
AT3G25760	AOC1	allene oxide cyclase 1
AT3G25760	ERD12	early-responsive to dehydration 12
AT3G25770	AOC2	allene oxide cyclase 2
AT3G25780	AOC3	allene oxide cyclase 3
AT3G25795	TAS4	trans acting siRNA 4
AT3G25800	PDF1	
AT3G25800	PP2AA2	protein phosphatase 2A  subunit A2
AT3G25800	PR 65	
AT3G25820	ATTPS-CIN	terpene synthase-like sequence-1,8-cineole
AT3G25820	TPS-CIN	"terpene synthase-like sequence-1,8-cineole"
AT3G25830	ATTPS-CIN	terpene synthase-like sequence-1,8-cineole
AT3G25830	TPS-CIN	"terpene synthase-like sequence-1,8-cineole"
AT3G25830	TPS-CIN	terpene synthase-like sequence-1,8-cineole
AT3G25860	LTA2	
AT3G25860	PLE2	PLASTID E2 SUBUNIT OF PYRUVATE DECARBOXYLASE
AT3G25882	NIMIN-2	NIM1-interacting 2
AT3G25890	CRF11	cytokinin response factor 11
AT3G25900	ATHMT-1	
AT3G25900	HMT-1	
AT3G25905	CLE27	CLAVATA3/ESR-RELATED 27
AT3G25920	RPL15	ribosomal protein L15
AT3G25980	AtMAD2	
AT3G25980	MAD2	MITOTIC ARREST-DEFICIENT 2
AT3G26030	ATB' DELTA	serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta
AT3G26060	ATPRX Q	
AT3G26060	PRXQ	peroxiredoxin Q
AT3G26090	ATRGS1	REGULATOR OF G-PROTEIN SIGNALING 1
AT3G26090	RGS1	REGULATOR OF G-PROTEIN SIGNALING 1
AT3G26120	TEL1	terminal EAR1-like 1
AT3G26125	CYP86C2	"cytochrome P450, family 86, subfamily C, polypeptide 2"
AT3G26150	CYP71B16	"cytochrome P450, family 71, subfamily B, polypeptide 16"
AT3G26160	CYP71B17	"cytochrome P450, family 71, subfamily B, polypeptide 17"
AT3G26165	CYP71B18	"cytochrome P450, family 71, subfamily B, polypeptide 18"
AT3G26170	CYP71B19	"cytochrome P450, family 71, subfamily B, polypeptide 19"
AT3G26180	CYP71B20	"cytochrome P450, family 71, subfamily B, polypeptide 20"
AT3G26190	CYP71B21	"cytochrome P450, family 71, subfamily B, polypeptide 21"
AT3G26200	CYP71B22	"cytochrome P450, family 71, subfamily B, polypeptide 22"
AT3G26210	CYP71B23	"cytochrome P450, family 71, subfamily B, polypeptide 23"
AT3G26220	CYP71B3	"cytochrome P450, family 71, subfamily B, polypeptide 3"
AT3G26230	CYP71B24	"cytochrome P450, family 71, subfamily B, polypeptide 24"
AT3G26270	CYP71B25	"cytochrome P450, family 71, subfamily B, polypeptide 25"
AT3G26280	CYP71B4	"cytochrome P450, family 71, subfamily B, polypeptide 4"
AT3G26290	CYP71B26	"cytochrome P450, family 71, subfamily B, polypeptide 26"
AT3G26295	CYP71B33	"cytochrome P450, family 71, subfamily B, polypeptide 33"
AT3G26300	CYP71B34	"cytochrome P450, family 71, subfamily B, polypeptide 34"
AT3G26310	CYP71B35	"cytochrome P450, family 71, subfamily B, polypeptide 35"
AT3G26320	CYP71B36	"cytochrome P450, family 71, subfamily B, polypeptide 36"
AT3G26330	CYP71B37	"cytochrome P450, family 71, subfamily B, polypeptide 37"
AT3G26400	EIF4B1	eukaryotic translation initiation factor 4B1
AT3G26410	AtTRM11	
AT3G26410	TRM11	tRNA modification 11
AT3G26420	ATRZ-1A	
AT3G26420	RZ-1A	RZ-1A
AT3G26500	PIRL2	plant intracellular ras group-related LRR 2
AT3G26520	GAMMA-TIP2	
AT3G26520	SITIP	SALT-STRESS INDUCIBLE TONOPLAST INTRINSIC PROTEIN
AT3G26520	TIP1;2	
AT3G26520	TIP2	tonoplast intrinsic protein 2
AT3G26570	ORF02	
AT3G26570	PHT2;1	phosphate transporter 2;1
AT3G26600	ARO4	armadillo repeat only 4
AT3G26618	ERF1-3	eukaryotic release factor 1-3
AT3G26620	LBD23	LOB domain-containing protein 23
AT3G26640	LWD2	LIGHT-REGULATED WD 2
AT3G26650	GAPA	glyceraldehyde 3-phosphate dehydrogenase A subunit
AT3G26650	GAPA-1	GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE A SUBUNIT 1
AT3G26660	LBD24	LOB domain-containing protein 24
AT3G26680	ATSNM1	SENSITIVE TO NITROGEN MUSTARD 1
AT3G26680	SNM1	SENSITIVE TO NITROGEN MUSTARD 1
AT3G26690	ATNUDT13	ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 13
AT3G26690	ATNUDX13	nudix hydrolase homolog 13
AT3G26690	NUDX13	nudix hydrolase homolog 13
AT3G26710	CCB1	cofactor assembly of complex C
AT3G26740	CCL	CCR-like
AT3G26744	ATICE1	A. THALIANA INDUCER OF CBP EXPRESSION 1
AT3G26744	ICE1	INDUCER OF CBF EXPRESSION 1
AT3G26744	SCRM	SCREAM
AT3G26780	MEF14	mitochondrial editing factor 14
AT3G26790	FUS3	FUSCA 3
AT3G26810	AFB2	auxin signaling F-box 2
AT3G26812	MIR169I	microRNA169I
AT3G26813	MIR169J	microRNA169J
AT3G26815	MIR169K	microRNA169K
AT3G26816	MIR169L	microRNA169L
AT3G26818	MIR169M	microRNA169M
AT3G26819	MIR169N	microRNA169N
AT3G26830	CYP71B15	
AT3G26830	PAD3	PHYTOALEXIN DEFICIENT 3
AT3G26840	PES2	phytyl ester synthase 2
AT3G26900	ATSKL1	Arabidopsis thaliana shikimate kinase-like 1
AT3G26900	SKL1	shikimate kinase-like 1
AT3G26932	DRB3	dsRNA-binding protein 3
AT3G26940	CDG1	CONSTITUTIVE DIFFERENTIAL GROWTH 1
AT3G26980	MUB4	membrane-anchored ubiquitin-fold protein 4 precursor
AT3G27000	ARP2	actin related protein 2
AT3G27000	ATARP2	ACTIN RELATED PROTEIN 2
AT3G27000	WRM	WURM
AT3G27010	AT-TCP20	ARABIDOPSIS THALIANA TEOSINTE BRANCHED 1, CYCLOIDEA, PCF (TCP)-DOMAIN FAMILY PROTEIN 20
AT3G27010	ATTCP20	
AT3G27010	PCF1	
AT3G27010	TCP20	TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20
AT3G27020	AtYSL6	
AT3G27020	YSL6	YELLOW STRIPE like 6
AT3G27060	ATTSO2	
AT3G27060	TSO2	TSO MEANING 'UGLY' IN CHINESE 2
AT3G27070	TOM20-1	translocase outer membrane 20-1
AT3G27080	TOM20-3	translocase of outer membrane 20 kDa subunit 3
AT3G27160	GHS1	GLUCOSE HYPERSENSITIVE 1
AT3G27170	ATCLC-B	
AT3G27170	CLC-B	chloride channel B
AT3G27190	UKL2	uridine kinase-like 2
AT3G27260	GTE8	global transcription factor group E8
AT3G27280	ATPHB4	prohibitin 4
AT3G27280	PHB4	prohibitin 4
AT3G27300	G6PD5	glucose-6-phosphate dehydrogenase 5
AT3G27310	PUX1	plant UBX domain-containing protein 1
AT3G27360	H3.1	histone 3.1
AT3G27380	SDH2-1	succinate dehydrogenase 2-1
AT3G27430	PBB1	
AT3G27440	UKL5	uridine kinase-like 5
AT3G27460	AtSGF29a	
AT3G27460	SGF29a	SaGa associated Factor 29 a
AT3G27503	SCRL19	SCR-like 19
AT3G27530	GC6	golgin candidate 6
AT3G27530	MAG4	MAIGO 4
AT3G27560	ATN1	
AT3G27580	ATPK7	
AT3G27580	D6PKL3	D6 PROTEIN KINASE LIKE 3
AT3G27620	AOX1C	alternative oxidase 1C
AT3G27650	LBD25	LOB domain-containing protein 25
AT3G27660	OLE3	OLEOSIN 3
AT3G27660	OLEO4	oleosin 4
AT3G27670	RST1	RESURRECTION1
AT3G27690	LHCB2	LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2
AT3G27690	LHCB2.3	photosystem II light harvesting complex gene 2.3
AT3G27690	LHCB2.4	
AT3G27710	ARARI3	ARABIDOPSIS ARIADNE 3
AT3G27710	ARI3	ARIADNE 3
AT3G27720	ARI4	ARIADNE 4
AT3G27720	ATARI4	ARABIDOPSIS ARIADNE 4
AT3G27730	MER3	
AT3G27730	RCK	ROCK-N-ROLLERS
AT3G27740	CARA	carbamoyl phosphate synthetase A
AT3G27740	VEN6	VENOSA 6
AT3G27750	EMB3123	EMBRYO DEFECTIVE 3123
AT3G27750	THA8	Thylakoid Assembly 8
AT3G27785	ATMYB118	
AT3G27785	MYB118	myb domain protein 118
AT3G27785	PGA37	PLANT GROWTH ACTIVATOR 37
AT3G27810	ATMYB21	myb domain protein 21
AT3G27810	ATMYB3	ARABIDOPSIS THALIANA  MYB DOMAIN PROTEIN 3
AT3G27810	MYB21	myb domain protein 21
AT3G27820	ATMDAR4	MONODEHYDROASCORBATE REDUCTASE 4
AT3G27820	MDAR4	monodehydroascorbate reductase 4
AT3G27830	RPL12	RIBOSOMAL PROTEIN L12
AT3G27830	RPL12-A	ribosomal protein L12-A
AT3G27840	RPL12-B	ribosomal protein L12-B
AT3G27850	RPL12-C	ribosomal protein L12-C
AT3G27890	NQR	NADPH:quinone oxidoreductase
AT3G27920	ATGL1	
AT3G27920	ATMYB0	myb domain protein 0
AT3G27920	GL1	GLABRA 1
AT3G27920	MYB0	myb domain protein 0
AT3G27925	DEG1	degradation of periplasmic proteins 1
AT3G27925	DEGP1	DegP protease 1
AT3G27940	LBD26	LOB domain-containing protein 26
AT3G27960	KLCR2	kinesin light chain-related 2
AT3G28007	AtSWEET4	
AT3G28007	SWEET4	
AT3G28030	UVH3	ULTRAVIOLET HYPERSENSITIVE 3
AT3G28030	UVR1	UV REPAIR DEFECTIVE 1
AT3G28050	UMAMIT41	Usually multiple acids move in and out Transporters 41
AT3G28060	UMAMIT43-psi	Usually multiple acids move in and out Transporters 43-pseudogene
AT3G28070	UMAMIT46	Usually multiple acids move in and out Transporters 46
AT3G28080	UMAMIT47	Usually multiple acids move in and out Transporters 47
AT3G28100	UMAMIT45	Usually multiple acids move in and out Transporters 45
AT3G28130	UMAMIT44	Usually multiple acids move in and out Transporters 44
AT3G28150	AXY4L	ALTERED XYLOGLUCAN 4-LIKE
AT3G28150	TBL22	TRICHOME BIREFRINGENCE-LIKE 22
AT3G28180	ATCSLC04	Cellulose-synthase-like C4
AT3G28180	ATCSLC4	
AT3G28180	CSLC04	
AT3G28180	CSLC04	Cellulose-synthase-like C4
AT3G28180	CSLC4	CELLULOSE-SYNTHASE LIKE C4
AT3G28210	PMZ	
AT3G28210	SAP12	STRESS-ASSOCIATED PROTEIN 12
AT3G28290	AT14A	
AT3G28300	AT14A	
AT3G28340	GATL10	galacturonosyltransferase-like 10
AT3G28340	GolS8	galactinol synthase 8
AT3G28345	ABCB15	ATP-binding cassette B15
AT3G28345	MDR13	multi-drug resistance 13
AT3G28360	ABCB16	ATP-binding cassette B16
AT3G28360	PGP16	P-glycoprotein 16
AT3G28380	ABCB17	ATP-binding cassette B17
AT3G28380	PGP17	P-glycoprotein 17
AT3G28390	ABCB18	ATP-binding cassette B18
AT3G28390	PGP18	P-glycoprotein 18
AT3G28415	ABCB22	ATP-binding cassette B22
AT3G28455	CLE25	CLAVATA3/ESR-RELATED 25
AT3G28470	ATMYB35	MYB DOMAIN PROTEIN 35
AT3G28470	MYB35	
AT3G28470	TDF1	DEFECTIVE IN MERISTEM DEVELOPMENT AND FUNCTION 1
